"SNo.","Procedure Name","Speciality Classification","Tier","Facility","Ward","Cghs Code No.","Rate (₹)"
"556","CD 19 and CD 20","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA026","1275.00"
"557","Cell line karyotyping","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA027","9435.00"
"558","Chimerism Analysis","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA028","1309.00"
"559","Chromosomal breakage (fragility) studies in Fanconi's Anemia/Aplastic Anemia","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA029","4713.00"
"560","Chronic Lymphocytic Leukemia (CLL) Panel","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA030","9835.00"
"561","Chronic Lymphocytic Leukemia Comprehensive Mutation Profile (IGVH Gene Mutation & Usage, T","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA031","28322.00"
"562","Chronic Lymphocytic Leukemia IGVH Mutation Detection","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA032","5398.00"
"563","Chronic Lymphoproliferative disorder IGVH Mutation Detection","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA033","5398.00"
"564","Chronic Lymphoproliferative disorder NOTCH1 mutation / NOTCH2 mutation","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA034","4582.00"
"565","Chronic Lymphoproliferative disorder SF3B1 mutation","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA035","4582.00"
"566","Chronic Lymphoproliferative disorder TP53 mutation","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA036","19567.00"
"567","CLINICAL EXOME SEQUENCING","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA037","12750.00"
"568","CLL PANEL FISH","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA038","8500.00"
"569","CML Blast Crisis karyotyping","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA039","4713.00"
"570","Combined High Sensitivity JAK2 V617F and Exon12 Mutation Detection","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA040","5806.00"
"571","Comprehensive Molecular Testing","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA041","16422.00"
"572","Comprehensive Next Generation sequencing assay for Hematolymphoid malignancies","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA042","22950.00"
"573","Constitutional karyotyping","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA043","4713.00"
"574","Custom Sequencing Assay","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA044","9384.00"
"575","DICER1 Mutation","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA045","3298.00"
"576","Donor Specific Antibodies (DSA)","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA046","6800.00"
"577","EGFR Mutation DETECTION","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA047","8075.00"
"578","EGFR Resistance Mutation (T790m Mutation Analysis)","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA048","6800.00"
"579","ER PR Her2 Neu","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA049","2678.00"
"580","ER/PR/Her2neu, Ki67","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA050","4250.00"
"581","Extended Immune subset for Post Allogenic Stem Cell Transplant Monitoring","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA051","4250.00"
"582","Factor V Leiden Mutation Detection","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA052","5610.00"
"583","FISH for 1p33/TAL1 deletion","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA053","4233.00"
"584","FISH FOR HER2 Neu","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA054","8500.00"
"585","FISH for t(10;11)(p12;q14)/MLLT10(AF10)/PICALM","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA055","4233.00"
"586","FISH for t(11;19)(q23;p13.1)/KMT2A/ELL","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA056","4233.00"
"587","FISH for t(5;11)(q35;p15.5) NUP98/NSD1","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA057","4233.00"
"588","FISH for t(6;14)(p21;q32) IGH/CCND3","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA058","4233.00"
"589","FISH on Bone marrow Smear( 1 marker)","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA059","2962.00"
"590","FISH on bone marrow smear( 2 markers)","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA060","4654.00"
"591","FISH on FFPE - Block /Slide (2 markers)","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA061","4046.00"
"592","FISH PANEL FOR MYELOMA","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA062","11900.00"
"593","FISH Test for C19MC amplification","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA063","10838.00"
"594","FISH test for CDKN2A","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA064","6333.00"
"595","FISH test for CEN 10 loss - on Tissue","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA065","3528.00"
"596","FISH test for ETV6 break-apart analysis - On Tissue","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA066","5925.00"
"597","FISH test for MAML2 break-apart analysis - On Tissue","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA067","6086.00"
"598","Fluorescent PCR + fragment length analysis per Amplicon","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA068","298.00"
"599","GeneCORE Somatic 161 Gene Panel (NGS)","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA069","25500.00"
"600","Hairy Cell Leukemia Mutation (BRAF V600E) Detection","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA070","2967.00"
"601","Hematolymphoid Malignancy At Diagnosis- Cancer Cytogenetics Testing","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA071","14548.00"
"602","Hematolymphoid Malignancy Follow-up- Cancer Cytogenetics Testing","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA072","12750.00"
"603","Hereditary Cancer Panel","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA073","10200.00"
"604","High Sensitivity JAK2 Mutation Detection (V617F)","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA074","3919.00"
"605","Histone Mutation Detection Assay","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA075","7884.00"
"606","HLA C, DQB Molecular Typing PCR - SSP","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA076","6265.00"
"607","HLA Disease Association Next Generation Sequencing HLA-A/B/DRB1/G","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA077","3995.00"
"608","HLA Disease Association Sequence based Typing HLA A/B/DRB1","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA078","4080.00"
"609","HLA Drug Hypersensitivity Next Generation Sequencing HLA-A/B/DRB1 HLA-A/B/DRB1/G","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA079","3995.00"
"610","HLA Drug Hypersensitivity Typing HLA-A/B/DRB1","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA080","4080.00"
"611","HLA Loss Chimerism","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA081","10200.00"
"612","HLA-A, B, C, DRB1, DQB1, DPB1 (Sequence Based Typing - SBT)","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA082","12750.00"
"613","HLA-A, B, DRB1 (Sequence Based Typing - SBT)","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA083","8500.00"
"614","HLA-A, B, DRB1(Sequence Specific Oligonucleotide - SSO)","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA084","6630.00"
"615","HLA-C, DQB1(Sequence Specific Oligonucleotide - SSO)","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA085","4420.00"
"616","HRR Gene Test","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA086","26350.00"
"617","IGH Characterization IGH/CCND1:t(11;14), IGH/BCL2:t(14;18),BCL6(3q27), MYC(8q24) (4markers","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA087","4505.00"
"618","IgH/BCL2 :t(14;18)","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA088","3987.00"
"619","IGHV Gene Mutation","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA089","6375.00"
"620","Interphase FISH test for Chr. 1 copy number variations","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA090","9095.00"
"621","IRFA/DUSP22 gene rearrangement by FISH","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA091","13243.00"
"622","JAK2 Exon 12 Mutation Detection","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA092","3919.00"
"623","JAK2V617 MUTATION, WITH REFLEX TO JAK2 EX-12,CALR EX-9 MUTATION AND MPL W515, S505 MUTATION","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA093","9775.00"
"624","KI67","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA094","1105.00"
"625","KIR Typing","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA095","4930.00"
"626","KMT2A Characterization for AML","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA096","6711.00"
"627","KMT2A Characterization for B-ALL","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA097","5181.00"
"628","KRAS + NRAS + BRAF + Mutation Profile","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA098","11730.00"
"629","Lineage specific Chimerism - B Cell, T Cell and NK Cells","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA099","6120.00"
"630","Liquid Biopsy (Onco)","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA100","25500.00"
"631","Lung Basic Panel By NGS","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA101","25500.00"
"632","Lymphoma Panel","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA102","5925.00"
"633","Lymphoplasmacytic Leukemia / Waldenstroms Macroglobulinemia Mutation (MYD88 L265P) Detection","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA103","2967.00"
"634","MDS Panel","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA104","5925.00"
"635","MECOM (EVI1) rearrangement: inv(3)(q21.3q26.2)/t(3;3)","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA105","3987.00"
"636","MGMT PCR","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA106","6919.00"
"637","Miscellaneous Profile I(1 marker)","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA107","2962.00"
"638","Miscellaneous profile II(2 markers)","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA108","4654.00"
"639","MLPA per gene","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA109","3400.00"
"640","Monosomy 5/deletion 5q","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA110","2962.00"
"641","Monosomy 7/deletion 7q","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA111","2962.00"
"642","MPN (Myelo Proliferative Neoplasm)PANEL","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA112","10200.00"
"643","MSI ( Micro Satellite Instability) and MMR (Mis Match Repair)","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA113","5525.00"
"644","Multigene NGS Germline Panel","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA114","15300.00"
"645","Multiple Myeloma (MM) Panel","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA115","12640.00"
"646","Multiple Myeloma High Risk Markers (4 Markers)","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA116","4505.00"
"647","Multiple Myeloma Screening Panel","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA117","6800.00"
"648","MYD88 L265 Mutation Detection Test","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA118","5746.00"
"649","Myelodysplastic Syndromes karyotyping","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA119","4713.00"
"650","Next generation RNA sequencing assay for Chimeric Trancript in Hematolymphod malignancies","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA120","14450.00"
"651","Next Generation sequencing assay for Minimal residual disease(MRD) for NPM mutated AML","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA121","22950.00"
"652","NGS HLA Typing","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA122","8500.00"
"653","NGS Platform-extended Panel >50 gene","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA123","30600.00"
"654","NGS Platform-limited Panel(10 Genes)","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA124","15300.00"
"655","NRAS (Neuroblastoma RAS ) Gene","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA125","2975.00"
"656","Panel Reactive Antibodies (PRA) class I","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA126","2550.00"
"657","Panel Reactive Antibodies (PRA) class II","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA127","2550.00"
"658","PCR + Sanger Sequencing per Amplicon","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA128","723.00"
"659","PDGFRA (4q12), PDGFRB (5q33), FGFR1 (8p11.2) rearrangement","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA129","5181.00"
"660","PDGFRA rearrangement: 4q12","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA130","3987.00"
"661","PDGFRB rearrangement: 5q33","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA131","3987.00"
"662","PDL 1","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA132","4250.00"
"663","PDL-1-28-8 (FDA Approved)","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA133","6375.00"
"664","Ph: t(9;22) karyotyping","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA134","3362.00"
"665","Ph-like ALL Panel (4 Markers)","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA135","4505.00"
"666","PIK3CA GENE MUTATION","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA136","4590.00"
"667","PIK3CA Mutation Testing","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA137","4845.00"
"668","Ploidy analysis","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA138","3362.00"
"669","PML-RARA t(15;17), variants","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA139","4450.00"
"670","PRA Screen","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA140","2550.00"
"671","PTPRT: Deletion 20q","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA141","3987.00"
"672","RARA Variant - ZBTB16 / RARA : t(11;17) (1 marker)","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA142","2576.00"
"673","RHOA Mutation Detection Assay","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA143","5925.00"
"674","ROS 1","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA144","8262.00"
"675","RQ PCR based assay for MRD monitoring of Acute Leukaemia","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA145","8075.00"
"676","RQ-PCR BCR-ABL (P210)","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA146","9316.00"
"677","RQ-PCR PML-RARA","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA147","9316.00"
"678","RT-PCR Multiplex, Acute Leukaemia Panel","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA148","6205.00"
"679","RT-PCR Multiplex, BCR-ABL (P190, P210)","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA149","5398.00"
"680","RT-PCR Nested, IGH Chain Gene Rearrangement /TCR Gene Rearrangement","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA150","3919.00"
"681","Single Antigen Class I","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA151","11050.00"
"682","Single Antigen Class II","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA152","11050.00"
"683","Slide / Images for Second Opinion- Cancer Cytogenetics","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA153","782.00"
"684","STR Panel studies","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA154","3783.00"
"685","Surface Marker Complete Panel","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA155","10340.00"
"686","Surface Marker Individual","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA156","1615.00"
"687","t(1;22) and Trisomy 21 in Acute Megakaryoblastic Leukemia (AML -M7) (2 Markers)","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA157","4046.00"
"688","T-cell Acute Lymphoblastic Leukemia (T-ALL) Panel","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA158","12895.00"
"689","TCR-A rearrangement: 14q11","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA159","3987.00"
"690","TERT Promoter Mutation Assay","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA160","4934.00"
"691","TFE-3 FISH","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA161","10268.00"
"692","TPMT (Thiopurine Methyl Transferase) Genotyping","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA162","4335.00"
"693","Trisomy 12","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA163","2061.00"
"694","Trisomy 21","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA164","2061.00"
"695","Trisomy 4, 10 & 17","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA165","2962.00"
"696","Trisomy 8","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA166","2061.00"
"697","V Beta Repertoire Analysis by Flow Cytometry for T-Cell Clonality","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA167","10340.00"
"698","XX/XY (Chimerism Studies) in Sex mismatch Bone Marrow Transplantation (BMT)","Oncology Investigations","TIER I","NON NABH","SEMI PRIVATE WARD","CA168","2061.00"
"699","Single drug Chemotherapy","Chemotherapy","TIER I","NON NABH","SEMI PRIVATE WARD","CT001","1445.00"
"700","Multiple drugs Chemotherapy/Targeted therapy/Immunotherapy","Chemotherapy","TIER I","NON NABH","SEMI PRIVATE WARD","CT002","1955.00"
"701","Neoadjuvant Chemotherapy","Chemotherapy","TIER I","NON NABH","SEMI PRIVATE WARD","CT003","2295.00"
"702","Adjuvant Chemotherapy","Chemotherapy","TIER I","NON NABH","SEMI PRIVATE WARD","CT004","1870.00"
"703","Concurrent-chemoradiation","Chemotherapy","TIER I","NON NABH","SEMI PRIVATE WARD","CT005","1615.00"
"704","Intravesical Instillation of BCG excluding the cost of BCG","Chemotherapy","TIER I","NON NABH","SEMI PRIVATE WARD","CT006","2550.00"
"705","Level 1- Brachytherapy (Eye Plaque or SIVA or CVS per insertion or application)","Radiotherapy","TIER I","NON NABH","SEMI PRIVATE WARD","RT001","5950.00"
"706","Level 2- Brachytherapy (Simple ICA with Xray based 2D planning, ILRT, Endobilliary BCT)","Radiotherapy","TIER I","NON NABH","SEMI PRIVATE WARD","RT002","8500.00"
"707","Level 3- Brachytherapy(Surface Mould, Radical Interstitial BCT, Intraoperative Template or interstitial brachytherapy catheter insertion)","Radiotherapy","TIER I","NON NABH","SEMI PRIVATE WARD","RT003","21250.00"
"708","Level 4- Brachytherapy (ICA with CT based Planning)","Radiotherapy","TIER I","NON NABH","SEMI PRIVATE WARD","RT004","25500.00"
"709","Level 5- Brachytherapy (Complex ICA with interstitial with CT or MR based planning)","Radiotherapy","TIER I","NON NABH","SEMI PRIVATE WARD","RT005","34000.00"
"710","Level 1- Radiation Therapy (1-10 fractions on Cobalt)","Radiotherapy","TIER I","NON NABH","SEMI PRIVATE WARD","RT006","12750.00"
"711","Level 2- Radiation Therapy(More than 10 fractions on Cobalt OR Upto 10 fractions on LA clinical (without CT or TPS planning) without IGRT OR Hemibody palliative RT (1-2 fractions weekly))","Radiotherapy","TIER I","NON NABH","SEMI PRIVATE WARD","RT007","23800.00"
"712","Level 3- Radiation Therapy (LA 3D with conventional fractionation of 2-5 Gy OR Weekly hypofractionation of >5 Gy with 3D CRT plan in 1-2 fractions. No IGRT allowed.)","Radiotherapy","TIER I","NON NABH","SEMI PRIVATE WARD","RT008","42500.00"
"713","Level 4- Radiation therapy (LA 3D with IGRT conventional fractionation of 2- 5 Gy OR Weekly hypofractionation >5 Gy with 3D CRT plan in 1-2 fractions. with IGRT)","Radiotherapy","TIER I","NON NABH","SEMI PRIVATE WARD","RT009","53550.00"
"714","Level 5- Radiation Therapy (LA IMRT/ Rapid Arc/VMAT with < 5Gy per fraction and <10 IGRT (CBCT or MVCT or EPID) OR Cobalt Radical with LA boost including electron boost OR TSET OR TBI)","Radiotherapy","TIER I","NON NABH","SEMI PRIVATE WARD","RT010","127500.00"
"715","Level 6- Radiation Therapy (LA 4D/DE or DIBH with 3D CRT/ IMRT/ Rapid Arc/VMAT with >10 IGRT (CBCT or MVCT or EPID) OR LA IMRT/ Rapid Arc/VMAT with <5Gy per fraction and >10 IGRT (CBCT or MVCT or EPID) OR Adaptive RT OR CSI OR Multisite treatment outside one FOV or one plan OR SBRT OR SRS OR SRT (per fraction dose >5Gy))","Radiotherapy","TIER I","NON NABH","SEMI PRIVATE WARD","RT011","153000.00"
"716","Radiosynovectomy with Yttrium","Radio-Isotope Therapy","TIER I","NON NABH","SEMI PRIVATE WARD","IT001","21250.00"
"717","131-Iodine Therapy 51-100mCi","Radio-Isotope Therapy","TIER I","NON NABH","SEMI PRIVATE WARD","IT002","12172.00"
"718","131-Iodine Therapy >100mCi","Radio-Isotope Therapy","TIER I","NON NABH","SEMI PRIVATE WARD","IT003","16809.00"
"719","Samarium-153 therapy for metastatic bone pain palliation","Radio-Isotope Therapy","TIER I","NON NABH","SEMI PRIVATE WARD","IT004","17043.00"
"720","131-Iodine Therapy <15mCi","Radio-Isotope Therapy","TIER I","NON NABH","SEMI PRIVATE WARD","IT005","6299.00"
"721","131-Iodine Therapy 15-50mCi","Radio-Isotope Therapy","TIER I","NON NABH","SEMI PRIVATE WARD","IT006","9486.00"
"722","Phosphorus-32 therapy for metastatic bone pain palliation","Radio-Isotope Therapy","TIER I","NON NABH","SEMI PRIVATE WARD","IT007","12040.00"
"723","Cervical Traction (per session)","Physiotherapy","TIER I","NON NABH","SEMI PRIVATE WARD","PT001","255.00"
"724","Lumbar Traction (per session)","Physiotherapy","TIER I","NON NABH","SEMI PRIVATE WARD","PT002","255.00"
"725","Exercises /Post Natal Exercises/Prenatal Exercises/Therapeutic Exercises/Orthopaedic Rehabilitation (Joint Replacement/Post Surgery)/Hand Rehab (per session)","Physiotherapy","TIER I","NON NABH","SEMI PRIVATE WARD","PT003","255.00"
"726","Chest Physiotherapy/ Breathing Exercise &Postural Drainage per Session/Post Covid Rehabilitation /Pulmonary Rehabilitation/Cardiac Rehabilitation (per session)","Physiotherapy","TIER I","NON NABH","SEMI PRIVATE WARD","PT004","255.00"
"727","Ultra Sonic Therapy /Short Wave Diathermy / Microwave/ Long Wave Diathermy /Infrared/IFT) (per session)","Physiotherapy","TIER I","NON NABH","SEMI PRIVATE WARD","PT005","255.00"
"728","Electrical Muscle Stimulation/Cryotherapy/TENS (per session)","Physiotherapy","TIER I","NON NABH","SEMI PRIVATE WARD","PT006","340.00"
"729","Hot Pack/ Cold Pack/Wax Bath/Moist Heat (per session)","Physiotherapy","TIER I","NON NABH","SEMI PRIVATE WARD","PT007","255.00"
"730","Shock Wave Therapy/Matrix Rhythm Therapy/Laser/PEMF -Pulse Electro Magnetic Therapy (per session)","Physiotherapy","TIER I","NON NABH","SEMI PRIVATE WARD","PT008","340.00"
"731","Gait Assessment (per session)","Physiotherapy","TIER I","NON NABH","SEMI PRIVATE WARD","PT009","510.00"
"732","Gait Training (per session)","Physiotherapy","TIER I","NON NABH","SEMI PRIVATE WARD","PT010","255.00"
"733","Tilt Training/Neuro-Rehab Basic (per session)","Physiotherapy","TIER I","NON NABH","SEMI PRIVATE WARD","PT011","255.00"
"734","Neuro Rehabilitation Advanced (per session)","Physiotherapy","TIER I","NON NABH","SEMI PRIVATE WARD","PT012","680.00"
"735","Paediatric Rehabilitation (per session)","Physiotherapy","TIER I","NON NABH","SEMI PRIVATE WARD","PT013","255.00"
"736","Speech Therapy per session of at least 40 minutes","Behavioural Therapy","TIER I","NON NABH","SEMI PRIVATE WARD","BT001","340.00"
"737","Occupational Therapy per session of at least 40 minutes","Behavioural therapy","TIER I","NON NABH","SEMI PRIVATE WARD","BT002","340.00"
"738","Applied Behaviour Analysis based behaviour therapy (ABA based Behaviour therapy) per session of at least 40 minutes","Behavioural therapy","TIER I","NON NABH","SEMI PRIVATE WARD","BT003","340.00"
"739","Special education per session of at least 40 minutes","Behavioural therapy","TIER I","NON NABH","SEMI PRIVATE WARD","BT004","340.00"
"740","Biofeedback per session","Behavioural therapy","TIER I","NON NABH","SEMI PRIVATE WARD","BT005","2550.00"
"741","Intraoral Periapical (IOPA) Radiograph X-ray/RVG(Single Film)","Dental Investigation","TIER I","NON NABH","SEMI PRIVATE WARD","DI001","170.00"
"742","Intraoral Occlusal/Bite Wing X-Ray","Dental Investigation","TIER I","NON NABH","SEMI PRIVATE WARD","DI002","255.00"
"743","Digital OPG with X ray film/ CD","Dental Investigation","TIER I","NON NABH","SEMI PRIVATE WARD","DI003","425.00"
"744","Biopsy of Oral tissue- Soft","Dental Biopsy","TIER I","NON NABH","SEMI PRIVATE WARD","DI004","1020.00"
"745","Biopsy of Oral tissue - Hard (bone, tooth)","Dental Biopsy","TIER I","NON NABH","SEMI PRIVATE WARD","DI005","1700.00"
"746","Abscess - Drainage-Dental","Dental Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","DP001","1275.00"
"747","Scaling","Dental Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","DP002","850.00"
"748","Curettage and Root Planning - Per Tooth","Dental Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","DP003","298.00"
"749","Curettage and Root Planning - Per Arch","Dental Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","DP004","1700.00"
"750","Gingivoplasty - Per Quadrant","Dental Procedure","TIER I","NON NABH","SEMI PRIVATE WARD","DP005","850.00"
