"SNo.","Procedure Name","Speciality Classification","Tier","Facility","Ward","Cghs Code No.","Rate (₹)"
"631","Lung Basic Panel By NGS","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA101","27000.00"
"632","Lymphoma Panel","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA102","6273.00"
"633","Lymphoplasmacytic Leukemia / Waldenstroms Macroglobulinemia Mutation (MYD88 L265P) Detection","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA103","3141.00"
"634","MDS Panel","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA104","6273.00"
"635","MECOM (EVI1) rearrangement: inv(3)(q21.3q26.2)/t(3;3)","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA105","4221.00"
"636","MGMT PCR","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA106","7326.00"
"637","Miscellaneous Profile I(1 marker)","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA107","3137.00"
"638","Miscellaneous profile II(2 markers)","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA108","4928.00"
"639","MLPA per gene","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA109","3600.00"
"640","Monosomy 5/deletion 5q","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA110","3137.00"
"641","Monosomy 7/deletion 7q","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA111","3137.00"
"642","MPN (Myelo Proliferative Neoplasm)PANEL","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA112","10800.00"
"643","MSI ( Micro Satellite Instability) and MMR (Mis Match Repair)","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA113","5850.00"
"644","Multigene NGS Germline Panel","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA114","16200.00"
"645","Multiple Myeloma (MM) Panel","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA115","13383.00"
"646","Multiple Myeloma High Risk Markers (4 Markers)","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA116","4770.00"
"647","Multiple Myeloma Screening Panel","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA117","7200.00"
"648","MYD88 L265 Mutation Detection Test","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA118","6084.00"
"649","Myelodysplastic Syndromes karyotyping","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA119","4991.00"
"650","Next generation RNA sequencing assay for Chimeric Trancript in Hematolymphod malignancies","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA120","15300.00"
"651","Next Generation sequencing assay for Minimal residual disease(MRD) for NPM mutated AML","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA121","24300.00"
"652","NGS HLA Typing","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA122","9000.00"
"653","NGS Platform-extended Panel >50 gene","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA123","32400.00"
"654","NGS Platform-limited Panel(10 Genes)","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA124","16200.00"
"655","NRAS (Neuroblastoma RAS ) Gene","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA125","3150.00"
"656","Panel Reactive Antibodies (PRA) class I","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA126","2700.00"
"657","Panel Reactive Antibodies (PRA) class II","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA127","2700.00"
"658","PCR + Sanger Sequencing per Amplicon","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA128","765.00"
"659","PDGFRA (4q12), PDGFRB (5q33), FGFR1 (8p11.2) rearrangement","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA129","5486.00"
"660","PDGFRA rearrangement: 4q12","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA130","4221.00"
"661","PDGFRB rearrangement: 5q33","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA131","4221.00"
"662","PDL 1","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA132","4500.00"
"663","PDL-1-28-8 (FDA Approved)","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA133","6750.00"
"664","Ph: t(9;22) karyotyping","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA134","3560.00"
"665","Ph-like ALL Panel (4 Markers)","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA135","4770.00"
"666","PIK3CA GENE MUTATION","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA136","4860.00"
"667","PIK3CA Mutation Testing","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA137","5130.00"
"668","Ploidy analysis","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA138","3560.00"
"669","PML-RARA t(15;17), variants","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA139","4712.00"
"670","PRA Screen","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA140","2700.00"
"671","PTPRT: Deletion 20q","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA141","4221.00"
"672","RARA Variant - ZBTB16 / RARA : t(11;17) (1 marker)","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA142","2727.00"
"673","RHOA Mutation Detection Assay","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA143","6273.00"
"674","ROS 1","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA144","8748.00"
"675","RQ PCR based assay for MRD monitoring of Acute Leukaemia","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA145","8550.00"
"676","RQ-PCR BCR-ABL (P210)","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA146","9864.00"
"677","RQ-PCR PML-RARA","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA147","9864.00"
"678","RT-PCR Multiplex, Acute Leukaemia Panel","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA148","6570.00"
"679","RT-PCR Multiplex, BCR-ABL (P190, P210)","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA149","5715.00"
"680","RT-PCR Nested, IGH Chain Gene Rearrangement /TCR Gene Rearrangement","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA150","4149.00"
"681","Single Antigen Class I","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA151","11700.00"
"682","Single Antigen Class II","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA152","11700.00"
"683","Slide / Images for Second Opinion- Cancer Cytogenetics","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA153","828.00"
"684","STR Panel studies","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA154","4005.00"
"685","Surface Marker Complete Panel","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA155","10949.00"
"686","Surface Marker Individual","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA156","1710.00"
"687","t(1;22) and Trisomy 21 in Acute Megakaryoblastic Leukemia (AML -M7) (2 Markers)","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA157","4284.00"
"688","T-cell Acute Lymphoblastic Leukemia (T-ALL) Panel","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA158","13653.00"
"689","TCR-A rearrangement: 14q11","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA159","4221.00"
"690","TERT Promoter Mutation Assay","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA160","5225.00"
"691","TFE-3 FISH","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA161","10872.00"
"692","TPMT (Thiopurine Methyl Transferase) Genotyping","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA162","4590.00"
"693","Trisomy 12","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA163","2183.00"
"694","Trisomy 21","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA164","2183.00"
"695","Trisomy 4, 10 & 17","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA165","3137.00"
"696","Trisomy 8","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA166","2183.00"
"697","V Beta Repertoire Analysis by Flow Cytometry for T-Cell Clonality","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA167","10949.00"
"698","XX/XY (Chimerism Studies) in Sex mismatch Bone Marrow Transplantation (BMT)","Oncology Investigations","TIER II","NABH","SEMI PRIVATE WARD","CA168","2183.00"
"699","Single drug Chemotherapy","Chemotherapy","TIER II","NABH","SEMI PRIVATE WARD","CT001","1530.00"
"700","Multiple drugs Chemotherapy/Targeted therapy/Immunotherapy","Chemotherapy","TIER II","NABH","SEMI PRIVATE WARD","CT002","2070.00"
"701","Neoadjuvant Chemotherapy","Chemotherapy","TIER II","NABH","SEMI PRIVATE WARD","CT003","2430.00"
"702","Adjuvant Chemotherapy","Chemotherapy","TIER II","NABH","SEMI PRIVATE WARD","CT004","1980.00"
"703","Concurrent-chemoradiation","Chemotherapy","TIER II","NABH","SEMI PRIVATE WARD","CT005","1710.00"
"704","Intravesical Instillation of BCG excluding the cost of BCG","Chemotherapy","TIER II","NABH","SEMI PRIVATE WARD","CT006","2700.00"
"705","Level 1- Brachytherapy (Eye Plaque or SIVA or CVS per insertion or application)","Radiotherapy","TIER II","NABH","SEMI PRIVATE WARD","RT001","6300.00"
"706","Level 2- Brachytherapy (Simple ICA with Xray based 2D planning, ILRT, Endobilliary BCT)","Radiotherapy","TIER II","NABH","SEMI PRIVATE WARD","RT002","9000.00"
"707","Level 3- Brachytherapy(Surface Mould, Radical Interstitial BCT, Intraoperative Template or interstitial brachytherapy catheter insertion)","Radiotherapy","TIER II","NABH","SEMI PRIVATE WARD","RT003","22500.00"
"708","Level 4- Brachytherapy (ICA with CT based Planning)","Radiotherapy","TIER II","NABH","SEMI PRIVATE WARD","RT004","27000.00"
"709","Level 5- Brachytherapy (Complex ICA with interstitial with CT or MR based planning)","Radiotherapy","TIER II","NABH","SEMI PRIVATE WARD","RT005","36000.00"
"710","Level 1- Radiation Therapy (1-10 fractions on Cobalt)","Radiotherapy","TIER II","NABH","SEMI PRIVATE WARD","RT006","13500.00"
"711","Level 2- Radiation Therapy(More than 10 fractions on Cobalt OR Upto 10 fractions on LA clinical (without CT or TPS planning) without IGRT OR Hemibody palliative RT (1-2 fractions weekly))","Radiotherapy","TIER II","NABH","SEMI PRIVATE WARD","RT007","25200.00"
"712","Level 3- Radiation Therapy (LA 3D with conventional fractionation of 2-5 Gy OR Weekly hypofractionation of >5 Gy with 3D CRT plan in 1-2 fractions. No IGRT allowed.)","Radiotherapy","TIER II","NABH","SEMI PRIVATE WARD","RT008","45000.00"
"713","Level 4- Radiation therapy (LA 3D with IGRT conventional fractionation of 2- 5 Gy OR Weekly hypofractionation >5 Gy with 3D CRT plan in 1-2 fractions. with IGRT)","Radiotherapy","TIER II","NABH","SEMI PRIVATE WARD","RT009","56700.00"
"714","Level 5- Radiation Therapy (LA IMRT/ Rapid Arc/VMAT with < 5Gy per fraction and <10 IGRT (CBCT or MVCT or EPID) OR Cobalt Radical with LA boost including electron boost OR TSET OR TBI)","Radiotherapy","TIER II","NABH","SEMI PRIVATE WARD","RT010","135000.00"
"715","Level 6- Radiation Therapy (LA 4D/DE or DIBH with 3D CRT/ IMRT/ Rapid Arc/VMAT with >10 IGRT (CBCT or MVCT or EPID) OR LA IMRT/ Rapid Arc/VMAT with <5Gy per fraction and >10 IGRT (CBCT or MVCT or EPID) OR Adaptive RT OR CSI OR Multisite treatment outside one FOV or one plan OR SBRT OR SRS OR SRT (per fraction dose >5Gy))","Radiotherapy","TIER II","NABH","SEMI PRIVATE WARD","RT011","162000.00"
"716","Radiosynovectomy with Yttrium","Radio-Isotope Therapy","TIER II","NABH","SEMI PRIVATE WARD","IT001","22500.00"
"717","131-Iodine Therapy 51-100mCi","Radio-Isotope Therapy","TIER II","NABH","SEMI PRIVATE WARD","IT002","12888.00"
"718","131-Iodine Therapy >100mCi","Radio-Isotope Therapy","TIER II","NABH","SEMI PRIVATE WARD","IT003","17798.00"
"719","Samarium-153 therapy for metastatic bone pain palliation","Radio-Isotope Therapy","TIER II","NABH","SEMI PRIVATE WARD","IT004","18045.00"
"720","131-Iodine Therapy <15mCi","Radio-Isotope Therapy","TIER II","NABH","SEMI PRIVATE WARD","IT005","6669.00"
"721","131-Iodine Therapy 15-50mCi","Radio-Isotope Therapy","TIER II","NABH","SEMI PRIVATE WARD","IT006","10044.00"
"722","Phosphorus-32 therapy for metastatic bone pain palliation","Radio-Isotope Therapy","TIER II","NABH","SEMI PRIVATE WARD","IT007","12749.00"
"723","Cervical Traction (per session)","Physiotherapy","TIER II","NABH","SEMI PRIVATE WARD","PT001","270.00"
"724","Lumbar Traction (per session)","Physiotherapy","TIER II","NABH","SEMI PRIVATE WARD","PT002","270.00"
"725","Exercises /Post Natal Exercises/Prenatal Exercises/Therapeutic Exercises/Orthopaedic Rehabilitation (Joint Replacement/Post Surgery)/Hand Rehab (per session)","Physiotherapy","TIER II","NABH","SEMI PRIVATE WARD","PT003","270.00"
"726","Chest Physiotherapy/ Breathing Exercise &Postural Drainage per Session/Post Covid Rehabilitation /Pulmonary Rehabilitation/Cardiac Rehabilitation (per session)","Physiotherapy","TIER II","NABH","SEMI PRIVATE WARD","PT004","270.00"
"727","Ultra Sonic Therapy /Short Wave Diathermy / Microwave/ Long Wave Diathermy /Infrared/IFT) (per session)","Physiotherapy","TIER II","NABH","SEMI PRIVATE WARD","PT005","270.00"
"728","Electrical Muscle Stimulation/Cryotherapy/TENS (per session)","Physiotherapy","TIER II","NABH","SEMI PRIVATE WARD","PT006","360.00"
"729","Hot Pack/ Cold Pack/Wax Bath/Moist Heat (per session)","Physiotherapy","TIER II","NABH","SEMI PRIVATE WARD","PT007","270.00"
"730","Shock Wave Therapy/Matrix Rhythm Therapy/Laser/PEMF -Pulse Electro Magnetic Therapy (per session)","Physiotherapy","TIER II","NABH","SEMI PRIVATE WARD","PT008","360.00"
"731","Gait Assessment (per session)","Physiotherapy","TIER II","NABH","SEMI PRIVATE WARD","PT009","540.00"
"732","Gait Training (per session)","Physiotherapy","TIER II","NABH","SEMI PRIVATE WARD","PT010","270.00"
"733","Tilt Training/Neuro-Rehab Basic (per session)","Physiotherapy","TIER II","NABH","SEMI PRIVATE WARD","PT011","270.00"
"734","Neuro Rehabilitation Advanced (per session)","Physiotherapy","TIER II","NABH","SEMI PRIVATE WARD","PT012","720.00"
"735","Paediatric Rehabilitation (per session)","Physiotherapy","TIER II","NABH","SEMI PRIVATE WARD","PT013","270.00"
"736","Speech Therapy per session of at least 40 minutes","Behavioural Therapy","TIER II","NABH","SEMI PRIVATE WARD","BT001","360.00"
"737","Occupational Therapy per session of at least 40 minutes","Behavioural therapy","TIER II","NABH","SEMI PRIVATE WARD","BT002","360.00"
"738","Applied Behaviour Analysis based behaviour therapy (ABA based Behaviour therapy) per session of at least 40 minutes","Behavioural therapy","TIER II","NABH","SEMI PRIVATE WARD","BT003","360.00"
"739","Special education per session of at least 40 minutes","Behavioural therapy","TIER II","NABH","SEMI PRIVATE WARD","BT004","360.00"
"740","Biofeedback per session","Behavioural therapy","TIER II","NABH","SEMI PRIVATE WARD","BT005","2700.00"
"741","Intraoral Periapical (IOPA) Radiograph X-ray/RVG(Single Film)","Dental Investigation","TIER II","NABH","SEMI PRIVATE WARD","DI001","180.00"
"742","Intraoral Occlusal/Bite Wing X-Ray","Dental Investigation","TIER II","NABH","SEMI PRIVATE WARD","DI002","270.00"
"743","Digital OPG with X ray film/ CD","Dental Investigation","TIER II","NABH","SEMI PRIVATE WARD","DI003","450.00"
"744","Biopsy of Oral tissue- Soft","Dental Biopsy","TIER II","NABH","SEMI PRIVATE WARD","DI004","1080.00"
"745","Biopsy of Oral tissue - Hard (bone, tooth)","Dental Biopsy","TIER II","NABH","SEMI PRIVATE WARD","DI005","1800.00"
"746","Abscess - Drainage-Dental","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP001","1350.00"
"747","Scaling","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP002","900.00"
"748","Curettage and Root Planning - Per Tooth","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP003","315.00"
"749","Curettage and Root Planning - Per Arch","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP004","1800.00"
"750","Gingivoplasty - Per Quadrant","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP005","900.00"
"751","Gingivectomy - Per Quadrant","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP006","1080.00"
"752","Flap Surgery- Per Tooth","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP007","405.00"
"753","Flap Surgery- Per Quadrant","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP008","1800.00"
"754","Flap Surgery and Bone Graft per quadrant","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP009","2700.00"
"755","Extraction - Normal Tooth","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP010","360.00"
"756","Complicated Extraction per tooth under LA","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP011","720.00"
"757","Extraction Impacted - Soft tissue/ 3rd Molar/wisdom tooth extraction","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP012","1800.00"
"758","Multiple Extraction and Treatment Procedures for Special Children, Patients with Systemic Diseases, Patient with Special Needs Which Requires Admission and Treatment Under GA","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP013","5400.00"
"759","Extraction - Orthodontic Extraction","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP014","675.00"
"760","Operculectomy- Pericoronal flap excision","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP015","1800.00"
"761","Extraction Impacted - Bony","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP016","4500.00"
"762","Alveoloplasty - Per Tooth","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP017","270.00"
"763","Alveoloplasty - Per Quadrant","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP018","1080.00"
"764","Frenectomy","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP019","2250.00"
"765","Excision of hyperplastic tissue - per arch","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP020","1080.00"
"766","Surgical Augmentation/Alveolectomy per Arch","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP021","3150.00"
"767","Bone replacement graft for ridge preservation - per site","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP022","1800.00"
"768","Minor oral surgery, cyst, granuloma, residual infection, mucocele, epulis under LA","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP023","1800.00"
"769","Application of Desensitizing Medicament","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP024","450.00"
"770","Fluoride Application for Children","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP025","900.00"
"771","Temporary restoration","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP026","135.00"
"772","Glass ionomer Cement Restoration","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP027","540.00"
"773","Composite - Occlusal Pit/Class I","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP028","450.00"
"774","Composite -Class I with buccal extension/Class II Class III/Class IV/Class VI/Diastema Closure/MOD","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP029","900.00"
"775","RCT-Single Rooted tooth","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP030","1800.00"
"776","RCT Multiple root and/ canal tooth","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP031","2700.00"
"777","Re-RCT - Anterior","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP032","2250.00"
"778","Re-RCT - Posterior","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP033","2700.00"
"779","Medication -intracanal medicament (only lesion cases)","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP034","450.00"
"780","Apicectomy-Single tooth","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP035","1800.00"
"781","Apicectomy-Multiple tooth","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP036","2700.00"
"782","Apexification with any bio-compatible material","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP037","1800.00"
"783","Root end resection and Retro grade filling","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP038","2700.00"
"784","Surgical - Apicectomy/ Periapical surgery without bone grafting","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP039","630.00"
"785","Tissue Conditioning, Maxillary/Mandibular","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP040","270.00"
"786","Core build-up/ Post and Core - Custom made /Inlay/onlay","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP041","1350.00"
"787","Crown lengthening - Per Tooth","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP042","450.00"
"788","Crown - PMMA Crown","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP043","900.00"
"789","Crown - All Metal-Nickel Free","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP044","1800.00"
"790","Crown - Metal with Ceramic Facing","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP045","2700.00"
"791","Crown - Recementation","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP046","540.00"
"792","Crown - Removal","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP047","450.00"
"793","Odontoplasty /Enameloplasty","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP048","450.00"
"794","Pulpectomy (Anterior Tooth)","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP049","1800.00"
"795","Pulpectomy (Posterior Tooth)","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP050","2700.00"
"796","Pulpotomy","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP051","900.00"
"797","Veneer - Ceramic paediatric","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP052","2700.00"
"798","Interceptive Orthodontic Treatment of the Primary Dentition/Transition Dentition","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP053","6300.00"
"799","Limited Orthodontic Treatment of the Primary Dentition","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP054","4500.00"
"800","Occlusion Analysis/Adjustment/Occlusal Equilibration","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP055","450.00"
"801","Tooth Splinting -General","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP056","1350.00"
"802","Splinting - Periodontally weak teeth","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP057","1620.00"
"803","Night Guard","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP058","1800.00"
"804","Bridge/ Fixed Partial denture (per missing/ extracted tooth) metal crown","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP059","1800.00"
"805","Bridge/ Fixed Partial denture (per missing/ extracted tooth) metal crown with Ceramic facing","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP060","2700.00"
"806","Removable Partial Denture - Flexible Per Arch","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP061","6750.00"
"807","Removable Partial Denture - Cast Metal Up to 3 Teeth","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP062","3600.00"
"808","Removable Partial Denture - Cast Metal (additional Per tooth)","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP063","270.00"
"809","Removable Partial Denture - Acrylic Up to 3 teeth","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP064","1800.00"
"810","Removable Partial Denture - Tooth Addition (per tooth)","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP065","270.00"
"811","Add Clasp to existing Partial Denture","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP066","450.00"
"812","Add Tooth to existing Partial Denture","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP067","360.00"
"813","Tooth Supported Overdenture Per Arch","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP068","6750.00"
"814","Complete Denture - Per Arch","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP069","9000.00"
"815","Removable orthodontic appliance / Post Orthodontic R O A -per arch","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP070","2250.00"
"816","Fixed orthodontic per arch","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP071","13500.00"
"817","Space Maintainers - Fixed","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP072","3600.00"
"818","Minor Treatment to Control Habits-Removable Appliance Therapy","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP073","2250.00"
"819","Minor Treatment to Control Habits-Fixed Appliance Therapy","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP074","3600.00"
"820","Functional orthodontic appliance","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP075","5400.00"
"821","Feeding appliance for Cleft Palate","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP076","4500.00"
"822","Expansion plate","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP077","5850.00"
"823","Maxillofacial Prosthesis -Sal/auricular/orbital/Nasal/Palatal/facial lost/ Speech Aid","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP078","6300.00"
"824","Obturator Prosthesis - Surgical/Definitive/Modification","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP079","4500.00"
"825","Removal of - Lateral Exostosis/Torus Mandibularis/Torus Palatines/Surgical reduction of Osseous Tuberosity","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP080","2700.00"
"826","Sialolithotomy/Sialodocotomy/ Closure of Salivary Fistula","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP081","1800.00"
"827","Excision of Salivary gland","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP082","13500.00"
"828","Release of fibrous bands & grafting in (OSMF) treatment under GA","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP083","18000.00"
"829","Facial Space Abscess","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP084","4500.00"
"830","Partial Ostectomy / sequestrectomy for removal of non-vital bone","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP085","1800.00"
"831","Alveolus - Closed Reduction stabilization of Teeth","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP086","3600.00"
"832","Alveolus - Open Reduction stabilization of Teeth","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP087","5400.00"
"833","Arch bar fixation","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP088","4500.00"
"834","Oroantral Fistula closure","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP089","4500.00"
"835","Osseous, Oste periosteal, or Cartilage graft of the Mandible or Maxilla - autogenous or non-autogenous bone graft","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP090","2700.00"
"836","Osteoplasty - for Orthognathic deformities/ Mandibular Rami/ Body of Mandible","Dental Procedure","TIER II","NABH","SEMI PRIVATE WARD","DP091","27000.00"
