"SNo.","Procedure Name","Speciality Classification","Tier","Facility","Ward","Cghs Code No.","Rate (₹)"
"2050","Aortic Stent Graft (expandable, bifurcated and including delivery system)","Cardiovascular And Cardiac Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMCV16","4,40,960+GST.00"
"2051","Graft Used in Bentall Repair","Cardiovascular And Cardiac Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMCV17U100","Unlisted.00"
"2052","Cost of the Balloon used in Balloon dilatation of Aortic coarctation","Cardiovascular And Cardiac Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMCV18U100","Unlisted.00"
"2053","Cost of the Stent used in Coarctation Dilatation with Stenting","Cardiovascular And Cardiac Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMCV19U100","Unlisted.00"
"2054","Inferior Vena Cava (IVC) Filter","Cardiovascular And Cardiac Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMCV20U100","Unlisted.00"
"2055","Unspecified Implant - Cardiovascular And Cardiac Surgery","Cardiovascular And Cardiac Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMCV21U100","Unlisted.00"
"2056","Cost of Haemorrhoidectomy Stappler","General Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMGS01U100","Unlisted.00"
"2057","Unspecified Implant - General Surgery","General Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMGS02U100","Unlisted.00"
"2058","Cost of the Oesophageal Stent","Medical Gastroenterology","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMMG01U100","Unlisted.00"
"2059","Cost of the Enteral Stent","Medical Gastroenterology","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMMG02U100","Unlisted.00"
"2060","Cost of the Endoscopy Capsule","Medical Gastroenterology","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMMG03U100","Unlisted.00"
"2061","Cost of the Colonic Stent","Medical Gastroenterology","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMMG04U100","Unlisted.00"
"2062","Cost of the Biliary Stent - Plastic","Medical Gastroenterology","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMMG05U100","Unlisted.00"
"2063","Cost of the Biliary Stent - Metallic","Medical Gastroenterology","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMMG06U100","Unlisted.00"
"2064","Cost of the Stent used in Transjugular Intrahepatic Portosystemic Shunt (TIPS)","Medical Gastroenterology","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMMG07U100","Unlisted.00"
"2065","Cost of the EUS (Endoscopic Ultrasound) Needle","Medical Gastroenterology","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMMG08U100","Unlisted.00"
"2066","Unspecified Implant - Medical Gastroenterology","Medical Gastroenterology","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMMG09U100","Unlisted.00"
"2067","Cost of the Simple Mesh","Abdomen/GI Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMAG01U100","Unlisted.00"
"2068","Cost of the Composite Mesh","Abdomen/GI Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMAG02U100","Unlisted.00"
"2069","Cost of the Tacker","Abdomen/GI Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMAG03U100","Unlisted.00"
"2070","Unspecified Implant - Abdomen/GI Surgery","Abdomen/GI Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMAG04U100","Unlisted.00"
"2071","Cost of the DJ Stent","Nephrology And Urology","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMNU01U100","Unlisted.00"
"2072","Cost of the Permcath catheter","Nephrology And Urology","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMNU02U100","Unlisted.00"
"2073","Cost of the Arterio Venous Prosthetic Graft","Nephrology And Urology","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMNU03U100","Unlisted.00"
"2074","Unspecified Implant - Nephrology And Urology","Nephrology And Urology","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMNU04U100","Unlisted.00"
"2075","Cranioplasty Implants","Neuro-Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMNS01U100","Unlisted.00"
"2076","Stent Used in Ventriculoatrial /Ventriculoperitoneal Shunt","Neuro-Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMNS02U100","Unlisted.00"
"2077","Cost of the Implants Used in Anterior Cervical Spine Surgery with fusion","Neuro-Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMNS03U100","Unlisted.00"
"2078","Cost of the Implants Used in Anterio Lateral Decompression of spine","Neuro-Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMNS04U100","Unlisted.00"
"2079","Cost of the Implants Used in Cervical or Dorsal or Lumbar Laminectomy","Neuro-Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMNS05U100","Unlisted.00"
"2080","Cost of the Implants Used in Combined Trans-Oral Surgery & Craniovertebral (CV) Junction Fusion","Neuro-Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMNS06U100","Unlisted.00"
"2081","Cost of the Implants Used in Craniovertebral Junction (CVJ) Fusion procedures","Neuro-Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMNS07U100","Unlisted.00"
"2082","Cost of the Implants Used in Depressed Fracture Elevation","Neuro-Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMNS08U100","Unlisted.00"
"2083","Cost of the Implants Used in Lumbar Discectomy","Neuro-Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMNS09U100","Unlisted.00"
"2084","Cost of the Graft Used in Carotid Endarterectomy","Neuro-Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMNS10U100","Unlisted.00"
"2085","Cost of the Implants Used in Spinal Fusion Procedure","Neuro-Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMNS11U100","Unlisted.00"
"2086","DBS-Non-Rechargeable Device with Non-Directional Leads","Neuro-Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMNS12","837497(Inclusive of GST).00"
"2087","DBS-Non-Rechargeable Device with Directional Leads","Neuro-Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMNS13","1032586(Inclusive of GST).00"
"2088","DBS-Rechargeable Device with Non-Directional Leads","Neuro-Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMNS14","1124049(Inclusive of GST).00"
"2089","DBS-Rechargeable Device with Directional Leads","Neuro-Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMNS15","1389936(Inclusive of GST).00"
"2090","New Battery (Implantable Pulse Generator)","Neuro-Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMNS16","549450(Inclusive of GST).00"
"2091","Intra-thecal Pump","Neuro-Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMNS17","529898(Inclusive of GST).00"
"2092","Spinal Cord Stimulator","Neuro-Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMNS18","1390243(Inclusive of GST).00"
"2093","Cost of the Implants Used in Endoscopic aqueductoplasty","Neuro-Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMNS19U100","Unlisted.00"
"2094","Cost of the Stent Used in Carotid Stenting","Neuro-Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMNS20U100","Unlisted.00"
"2095","Cost of the Implants Used in Cervical disc arthroplasty","Neuro-Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMNS21U100","Unlisted.00"
"2096","Cost of the Implants Used in Lumbar disc arthroplasty","Neuro-Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMNS22U100","Unlisted.00"
"2097","Cost of the Implants Used in Cervical Laminoplasty","Neuro-Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMNS23U100","Unlisted.00"
"2098","Cost of the Implants Used in Lateral mass C1-C2 screw fixation","Neuro-Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMNS24U100","Unlisted.00"
"2099","Baclofen pump implantation lesioning for movement disorder including Parkinsonism","Neuro-Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMNS25U100","Unlisted.00"
"2100","Cost of the Device Used in Programmable Ventriculo-Peritoneal (VP) shunt","Neuro-Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMNS26U100","Unlisted.00"
"2101","External Ventricular Drainage (EVD)","Neuro-Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMNS27U100","Unlisted.00"
"2102","Cost of the Implants Used in Endoscopic discectomy (Lumbar, Cervical)","Neuro-Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMNS28U100","Unlisted.00"
"2103","Cost of the Endovascular Aneurysm Coils","Neuro-Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMNS29U100","Unlisted.00"
"2104","Cost of the Implants Used in Surgery for Skull Fractures","Neuro-Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMNS30U100","Unlisted.00"
"2105","Clipping of intracranial aneurysm","Neuro-Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMNS31U100","Unlisted.00"
"2106","Cost of the Implants Used in Surgery for intracranial Arteriovenous malformations (AVM)","Neuro-Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMNS32U100","Unlisted.00"
"2107","Cost of the Implants Used in Foramen magnum decompression for Chiari Malformation","Neuro-Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMNS33U100","Unlisted.00"
"2108","Cost of the Implants Used in Dorsal column stimulation for backache in failed back syndrome","Neuro-Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMNS34U100","Unlisted.00"
"2109","Cost of the Implants Used in Surgery for recurrent disc prolapse/epidural fibrosis","Neuro-Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMNS35U100","Unlisted.00"
"2110","Cost of the Implants Used in Baclofen pump implantation for spasticity","Neuro-Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMNS36U100","Unlisted.00"
"2111","Cost of the Implants Used in Kyphoplasty","Neuro-Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMNS37U100","Unlisted.00"
"2112","Cost of the Implants Used in Balloon Kyphoplasty","Neuro-Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMNS38U100","Unlisted.00"
"2113","Unspecified Implant - Neuro-Surgery","Neuro-Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMNS39U100","Unlisted.00"
"2114","Cost of the Implants Used in Open Reduction & Internal Fixation (ORIF) of Fingers & Toes","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR01U100","Unlisted.00"
"2115","Cost of the Implants Used in Open Reduction of fracture of Long Bones of Upper / Lower Limb -Nailing & External Fixation","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR02U100","Unlisted.00"
"2116","Cost of the Implants Used in Open Reduction of fracture of Long Bones of Upper /Lower Limb -AO Procedures","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR03U100","Unlisted.00"
"2117","Cost of the Implants Used in Tension Band Wirings","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR04U100","Unlisted.00"
"2118","Cost of the Implants Used in Multiple Pinning Fracture Neck Femur","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR05U100","Unlisted.00"
"2119","Cost of the Implants Used in Plate Fixations for Fracture Neck Femur","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR06U100","Unlisted.00"
"2120","Cost of the Implants Used in AO Compression Procedures for Fracture Neck Femur","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR07U100","Unlisted.00"
"2121","Cost of the Implants Used in Open Reduction of Fracture Neck Femur Muscle Pedicle Graft and Internal Fixations","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR08U100","Unlisted.00"
"2122","Cost of the Implants Used in Open Reduction & Internal Fixation (ORIF) of Fracture Dislocation","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR09U100","Unlisted.00"
"2123","Cost of the Implants Used in Split Osteotomy and Internal Fixations","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR10U100","Unlisted.00"
"2124","Cost of the Implants Used in Anterolateral decompression for tuberculosis/ Costo-Transversectomy","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR11U100","Unlisted.00"
"2125","Cost of the Implants Used in Anterolateral Decompression and Spine Fusion","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR12U100","Unlisted.00"
"2126","Cost of the Implants Used in Corrective Osteotomy & Internal Fixation- short bones","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR13U100","Unlisted.00"
"2127","Cost of the Implants Used in Corrective Osteotomy & Internal Fixation- long bones","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR14U100","Unlisted.00"
"2128","Cost of the Implants Used in Arthrodesis of - Minor Joints","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR15U100","Unlisted.00"
"2129","Cost of the Implants Used in Arthrodesis of - Major Joints","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR16U100","Unlisted.00"
"2130","Cost of the Implants Used in Hemiarthroplasty- Hip","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR17U100","Unlisted.00"
"2131","Cost of the Implants Used in Hemiarthroplasty- Shoulder","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR18U100","Unlisted.00"
"2132","Cost of the Implants Used in Arthroscopy-therapeutic: with implant","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR19U100","Unlisted.00"
"2133","Cost of the Implants Used in Total Hip Replacement (THR)","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR20","40000+GST.00"
"2134","Cost of the Implants Used in Total Ankle Joint Replacement (TAR) - Unilateral","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR21U100","Unlisted.00"
"2135","Primary TKR - Titanium Alloy Coated-Femoral Component By Whatsoever Name/ Specifications","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR22","38740+GST.00"
"2136","Primary TKR - Oxidized Zirconium (OxZr) Alloy -Femoral Component By Whatsoever Name/ Specifications","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR23","38740+GST.00"
"2137","Primary TKR - Hi-Flex -Femoral Component By Whatsoever Name/ Specifications","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR24","25860+GST.00"
"2138","Primary TKR - Cobalt Chromium (CoCr) Alloy and other than at 1, 2 and 3 above -Femoral Component By Whatsoever Name/ Specifications","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR25","24090+GST.00"
"2139","Primary TKR - Titanium Alloy Coated-Tibial Component By Whatsoever Name/ Specifications","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR26","24280+GST.00"
"2140","Primary TKR - Oxidized Zirconium (OxZr) Alloy -Tibial Component By Whatsoever Name/ Specifications","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR27","24280+GST.00"
"2141","Primary TKR - Cobalt Chromium (CoCr) Alloy and other than Titanium Alloy Coated/Oxidized Zirconium (OxZr) Alloy/Hi-Flex -Tibial Component By Whatsoever Name/ Specifications","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR28","16960+GST.00"
"2142","Primary TKR - Articular Surface / Insert By Whatsoever Name / Specification (Any Material)","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR29","9550+GST.00"
"2143","Patella Component By Whatsoever Name / Specifications","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR30","4090+GST.00"
"2144","Primary TKR - Component Having Tibial Tray and Insert Combined as Single Unit By Whatsoever Name Specification -Polyethylene or cross linked polyethylene or highly cross linked polyethylene or any other material","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR31","12960+GST.00"
"2145","Primary TKR - Component Having Tibial Tray and Insert Combined as Single Unit By Whatsoever Name Specification -Tibial : Metallic,                                                                                                               Insert : Polyethylene or cross linked polyethylene or any other material.","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR32","26546+GST.00"
"2146","Revision Knee Implant System - Femoral Component By Whatsoever Name/ Specifications","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR33","62770+GST.00"
"2147","Revision Knee Implant System - Tibial Component By Whatsoever Name/ Specifications","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR34","31220+GST.00"
"2148","Revision Knee Implant System - Articular Surface / Insert By Whatsoever Name / Specification (Any Material)","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR35","15870+GST.00"
"2149","Revision Knee Implant System - Patella Component By Whatsoever Name / Specifications","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR36","4090+GST.00"
"2150","Cost of the Implants Used in Total Hip Replacement (THR) Revision Stage-II","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR37U100","Unlisted.00"
"2151","Cost of the Implants Used in Total Shoulder Joint Replacement - Unilateral","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR38U100","Unlisted.00"
"2152","Cost of the Implants Used in Total Elbow Joint Replacement - Unilateral","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR39U100","Unlisted.00"
"2153","Cost of the Implants Used in Total Wrist Joint Replacement - Unilateral","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR40U100","Unlisted.00"
"2154","Cost of the Implants Used in Total Finger Joint Replacement","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR41U100","Unlisted.00"
"2155","Cost of the Implants Used in Pelvi-acetabular fracture -Internal fixation","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR42U100","Unlisted.00"
"2156","Cost of the Implants Used in Meniscus Repair","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR43U100","Unlisted.00"
"2157","Cost of the Implants Used in Anterior Cruciate Ligament (ACL) Reconstruction","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR44U100","Unlisted.00"
"2158","Cost of the Implants Used in Posterior Cruciate Ligament (PCL) Reconstruction","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR45U100","Unlisted.00"
"2159","Cost of the Implants Used in Knee Collateral Ligament Reconstruction","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR46U100","Unlisted.00"
"2160","Cost of the Implants Used in Bankart Repair Shoulder","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR47U100","Unlisted.00"
"2161","Cost of the Implants Used in Rotator cuff repair / RC repair","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR48U100","Unlisted.00"
"2162","Cost of the Implants Used in Biceps Tenodesis","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR49U100","Unlisted.00"
"2163","Cost of the Implants Used in Distal biceps tendon repair","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR50U100","Unlisted.00"
"2164","Cost of the Implants Used in Spinal Fixation Cervical/dorsolumbar/ lumbosacral","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR51U100","Unlisted.00"
"2165","Cost of the Implants Used in Fusion Surgery Cervical/ Lumbar Spine upto 2 Level","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR52U100","Unlisted.00"
"2166","Cost of the Implants Used in Spinal Fusion Surgery Cervical/ Lumbar Spine -More than 2 Level","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR53U100","Unlisted.00"
"2167","Cost of the Implants Used in Scoliosis Surgery/ Deformity Correction of Spine","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR54U100","Unlisted.00"
"2168","Cost of the Implants Used in Vertebroplasty","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR55U100","Unlisted.00"
"2169","Cost of the Implants Used in Dynamic Hip Screw (DHS) for Fracture Neck Femur","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR56U100","Unlisted.00"
"2170","Cost of the Implants Used in Proximal Femur Nail (PFN) for IT fracture (Intertrochanteric Fractures)","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR57U100","Unlisted.00"
"2171","Cost of the Implants Used in Spinal Osteotomy","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR58U100","Unlisted.00"
"2172","Unspecified Implant - Orthopaedics","Orthopaedics","TIER I","SUPERSPECIALITY","PRIVATE WARD","IMOR59U100","Unlisted.00"
"2173","Unspecified Code","All specialities","TIER I","SUPERSPECIALITY","PRIVATE WARD","US001","Unlisted.00"
"2174","Eye Consultation(857,873,877 cannot be booked )","Consultation","TIER I","SUPERSPECIALITY","PRIVATE WARD","CN004","350.00"
"2175","Caldwell Luc Operation (TMH - Head & Neck) (G1S1)","Cancer Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","TMH001","6612.00"
"2176","Evaluation under anaesthesia (TMH - Head & Neck) (G1S2)","Cancer Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","TMH002","6612.00"
"2177","Knife/Punch/ Excision Biopsy of Tumour (TMH - Head & Neck) (G1S3)","Cancer Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","TMH003","6612.00"
"2178","Laryngoscopy Direct (TMH - Head & Neck) (G1S4)","Cancer Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","TMH004","6612.00"
"2179","Laser Fulguration for recurrent lesions (TMH - Head & Neck) (G1S5)","Cancer Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","TMH005","6612.00"
"2180","Neck Biopsy-Excisional (TMH - Head & Neck) (G1S6)","Cancer Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","TMH006","6612.00"
"2181","Node Biopsy (TMH - Head & Neck) (G1S7)","Cancer Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","TMH007","6612.00"
"2182","Oral Cavity Fulguration (Laser) (TMH - Head & Neck) (G1S8)","Cancer Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","TMH008","6612.00"
"2183","Orbital Mass Biopsy (TMH - Head & Neck) (G1S9)","Cancer Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","TMH009","6612.00"
"2184","Gastroscopy (TMH - G.I. Surgery) (G1S10)","Cancer Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","TMH010","6612.00"
"2185","Rigid Sigmoidoscopy (TMH - G.I. Surgery) (G1S11)","Cancer Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","TMH011","6612.00"
"2186","Biopsy Needle  (TMH - Bone & Soft Tissue) (G1S12)","Cancer Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","TMH012","6612.00"
"2187","Bronchoscopy Diagnostic (TMH - Thoracic & Paediatric) (G1S13)","Cancer Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","TMH013","6612.00"
"2188","Esophagoscopy-Diagnostic (TMH - Thoracic & Paediatric) (G1S14)","Cancer Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","TMH014","6612.00"
"2189","Hickman Catheter Removal (TMH - Thoracic & Paediatric) (G1S15)","Cancer Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","TMH015","6612.00"
"2190","ICD Placement (TMH - Thoracic & Paediatric) (G1S16)","Cancer Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","TMH016","6612.00"
"2191","Lymph Node Biopsy - Superficial (TMH - Thoracic & Paediatric) (G1S17)","Cancer Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","TMH017","6612.00"
"2192","Pericardial Tap (TMH - Thoracic & Paediatric) (G1S18)","Cancer Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","TMH018","6612.00"
"2193","Pleural Tap (TMH - Thoracic & Paediatric) (G1S19)","Cancer Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","TMH019","6612.00"
"2194","Thorax (Trucut Biopsy) (TMH - Thoracic & Paediatric) (G1S20)","Cancer Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","TMH020","6612.00"
"2195","Tracheostom?y (TMH - Thoracic & Paediatric) (G1S21)","Cancer Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","TMH021","6612.00"
"2196","Trans Thoracic Needle Biopsy (TMH - Thoracic & Paediatric) (G1S22)","Cancer Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","TMH022","6612.00"
"2197","Circumcision (TMH - Genitourinary / Gynaecology) (G1S23)","Cancer Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","TMH023","6612.00"
"2198","Colposcopy (TMH - Genitourinary / Gynaecology) (G1S24)","Cancer Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","TMH024","6612.00"
"2199","Dilatation & Curettage (TMH - Genitourinary / Gynaecology) (G1S25)","Cancer Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","TMH025","6612.00"
"2200","Incision & Drainage (TMH - Genitourinary / Gynaecology) (G1S26)","Cancer Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","TMH026","6612.00"
"2201","Testicular Biopsy (TMH - Genitourinary / Gynaecology) (G1S27)","Cancer Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","TMH027","6612.00"
"2202","Excision Gland/Nodule (TMH - Breast) (G1S28)","Cancer Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","TMH028","6612.00"
"2203","Alveolectomy (Upper) Per Oral (TMH - Head & Neck) (G2S1)","Cancer Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","TMH029","16531.00"
"2204","Excision of Pinna (TMH - Head & Neck) (G2S2)","Cancer Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","TMH030","16531.00"
"2205","Excision of Skin Malignancy - Head & Neck (TMH - Head & Neck) (G2S3)","Cancer Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","TMH031","16531.00"
"2206","Eye Lid Tumor Excision (TMH - Head & Neck) (G2S4)","Cancer Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","TMH032","16531.00"
"2207","Jaw Cyst Enucleation  (TMH - Head & Neck) (G2S5)","Cancer Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","TMH033","16531.00"
"2208","Mandible Curettage (TMH - Head & Neck) (G2S6)","Cancer Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","TMH034","16531.00"
"2209","Maxilla Curettage (TMH - Head & Neck) (G2S7)","Cancer Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","TMH035","16531.00"
"2210","Neck Exploration (TMH - Head & Neck) (G2S8)","Cancer Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","TMH036","16531.00"
"2211","Panendoscopy (TMH - Head & Neck) (G2S9)","Cancer Surgery","TIER I","SUPERSPECIALITY","PRIVATE WARD","TMH037","16531.00"
