"SNo.","Procedure Name","Speciality Classification","Tier","Facility","Ward","Cghs Code No.","Rate (₹)"
"781","Apicectomy-Multiple tooth","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP036","2400.00"
"782","Apexification with any bio-compatible material","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP037","1600.00"
"783","Root end resection and Retro grade filling","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP038","2400.00"
"784","Surgical - Apicectomy/ Periapical surgery without bone grafting","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP039","560.00"
"785","Tissue Conditioning, Maxillary/Mandibular","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP040","240.00"
"786","Core build-up/ Post and Core - Custom made /Inlay/onlay","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP041","1200.00"
"787","Crown lengthening - Per Tooth","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP042","400.00"
"788","Crown - PMMA Crown","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP043","800.00"
"789","Crown - All Metal-Nickel Free","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP044","1600.00"
"790","Crown - Metal with Ceramic Facing","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP045","2400.00"
"791","Crown - Recementation","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP046","480.00"
"792","Crown - Removal","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP047","400.00"
"793","Odontoplasty /Enameloplasty","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP048","400.00"
"794","Pulpectomy (Anterior Tooth)","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP049","1600.00"
"795","Pulpectomy (Posterior Tooth)","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP050","2400.00"
"796","Pulpotomy","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP051","800.00"
"797","Veneer - Ceramic paediatric","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP052","2400.00"
"798","Interceptive Orthodontic Treatment of the Primary Dentition/Transition Dentition","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP053","5600.00"
"799","Limited Orthodontic Treatment of the Primary Dentition","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP054","4000.00"
"800","Occlusion Analysis/Adjustment/Occlusal Equilibration","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP055","400.00"
"801","Tooth Splinting -General","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP056","1200.00"
"802","Splinting - Periodontally weak teeth","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP057","1440.00"
"803","Night Guard","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP058","1600.00"
"804","Bridge/ Fixed Partial denture (per missing/ extracted tooth) metal crown","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP059","1600.00"
"805","Bridge/ Fixed Partial denture (per missing/ extracted tooth) metal crown with Ceramic facing","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP060","2400.00"
"806","Removable Partial Denture - Flexible Per Arch","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP061","6000.00"
"807","Removable Partial Denture - Cast Metal Up to 3 Teeth","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP062","3200.00"
"808","Removable Partial Denture - Cast Metal (additional Per tooth)","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP063","240.00"
"809","Removable Partial Denture - Acrylic Up to 3 teeth","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP064","1600.00"
"810","Removable Partial Denture - Tooth Addition (per tooth)","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP065","240.00"
"811","Add Clasp to existing Partial Denture","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP066","400.00"
"812","Add Tooth to existing Partial Denture","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP067","320.00"
"813","Tooth Supported Overdenture Per Arch","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP068","6000.00"
"814","Complete Denture - Per Arch","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP069","8000.00"
"815","Removable orthodontic appliance / Post Orthodontic R O A -per arch","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP070","2000.00"
"816","Fixed orthodontic per arch","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP071","12000.00"
"817","Space Maintainers - Fixed","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP072","3200.00"
"818","Minor Treatment to Control Habits-Removable Appliance Therapy","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP073","2000.00"
"819","Minor Treatment to Control Habits-Fixed Appliance Therapy","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP074","3200.00"
"820","Functional orthodontic appliance","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP075","4800.00"
"821","Feeding appliance for Cleft Palate","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP076","4000.00"
"822","Expansion plate","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP077","5200.00"
"823","Maxillofacial Prosthesis -Sal/auricular/orbital/Nasal/Palatal/facial lost/ Speech Aid","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP078","5600.00"
"824","Obturator Prosthesis - Surgical/Definitive/Modification","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP079","4000.00"
"825","Removal of - Lateral Exostosis/Torus Mandibularis/Torus Palatines/Surgical reduction of Osseous Tuberosity","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP080","2400.00"
"826","Sialolithotomy/Sialodocotomy/ Closure of Salivary Fistula","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP081","1600.00"
"827","Excision of Salivary gland","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP082","12000.00"
"828","Release of fibrous bands & grafting in (OSMF) treatment under GA","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP083","16800.00"
"829","Facial Space Abscess","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP084","4000.00"
"830","Partial Ostectomy / sequestrectomy for removal of non-vital bone","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP085","1600.00"
"831","Alveolus - Closed Reduction stabilization of Teeth","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP086","3200.00"
"832","Alveolus - Open Reduction stabilization of Teeth","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP087","4800.00"
"833","Arch bar fixation","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP088","4000.00"
"834","Oroantral Fistula closure","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP089","4000.00"
"835","Osseous, Oste periosteal, or Cartilage graft of the Mandible or Maxilla - autogenous or non-autogenous bone graft","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP090","2400.00"
"836","Osteoplasty - for Orthognathic deformities/ Mandibular Rami/ Body of Mandible","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP091","25200.00"
"837","Maxilla - Closed Reduction","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP092","4800.00"
"838","Maxilla - Open Reduction","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP093","8000.00"
"839","Mandible - Closed Reduction","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP094","4800.00"
"840","Mandible - Open Reduction","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP095","8000.00"
"841","Cyst of Maxilla/mandible by enucleation/excision/marsupialization upto 4 cms under LA","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP096","4000.00"
"842","Cyst of Maxilla/mandible by enucleation/excision/marsupialization more than 4 cms under LA","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP097","4800.00"
"843","Cyst of Maxilla/mandible by enucleation/excision/marsupialization more than 4 cms under GA and admission","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP098","21000.00"
"844","Temporomandibular(TM) joint ankylosis- under GA/Open /Closed Reduction","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP099","16800.00"
"845","Segmental / Hemi Mandibulectomy with graft","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP100","21000.00"
"846","Segmental /Hemi Mandibulectomy without graft","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP101","16800.00"
"847","Sub-Total mandibulectomy with graft","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP102","29400.00"
"848","Sub-Total mandibulectomy without graft","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP103","25200.00"
"849","Maxillectomy/Mandibulectomy- Total with graft","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP104","29400.00"
"850","Maxillectomy/Mandibulectomy- Total without graft","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP105","25200.00"
"851","Maxillectomy- partial with graft","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP106","21000.00"
"852","Maxillectomy- partial without graft","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP107","16800.00"
"853","Malar and/or Zygomatic arch - Closed Reduction","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP108","4800.00"
"854","Malar and/or Zygomatic arch - Open Reduction","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP109","8000.00"
"855","Distraction osteogenesis of mandible or maxilla under GA","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP110","25200.00"
"856","Facial bones - Complicated Reduction with fixation","Dental Procedure","TIER III","NABH","PRIVATE WARD","DP111","37800.00"
"857","Refraction with auto refraction - Both Eyes","Ophthalmology Investigation","TIER III","NABH","PRIVATE WARD","OI001","160.00"
"858","Indirect Ophthalmoscopy (Fundoscopy) - Both Eyes","Ophthalmology Investigation","TIER III","NABH","PRIVATE WARD","OI002","240.00"
"859","Orthoptic check-up- with synoptophore- Both Eyes","Ophthalmology Investigation","TIER III","NABH","PRIVATE WARD","OI003","160.00"
"860","Lees- charting or Hess- charting- Both Eyes","Ophthalmology Investigation","TIER III","NABH","PRIVATE WARD","OI004","240.00"
"861","Perimetry (Visual Field Testing) -Goldman- Both Eyes","Ophthalmology Investigation","TIER III","NABH","PRIVATE WARD","OI005","400.00"
"862","Perimetry /Humphrey Visual Field (HVF ) test- Automated- Both Eyes","Ophthalmology Investigation","TIER III","NABH","PRIVATE WARD","OI006","640.00"
"863","Fluorescein angiography for fundus or iris- Both Eyes","Ophthalmology Investigation","TIER III","NABH","PRIVATE WARD","OI007","1600.00"
"864","Indocyanine green angiography - Both Eyes","Ophthalmology Investigation","TIER III","NABH","PRIVATE WARD","OI008","1600.00"
"865","Ultrasound A- Scan/optical biometry[lenstar, IOL master] - Both Eyes","Ophthalmology Investigation","TIER III","NABH","PRIVATE WARD","OI009","800.00"
"866","Ultrasound B- Scan - Both Eyes","Ophthalmology Investigation","TIER III","NABH","PRIVATE WARD","OI010","400.00"
"867","Fundus Photo Test /disc photo for glaucoma- Both Eyes","Ophthalmology Investigation","TIER III","NABH","PRIVATE WARD","OI011","400.00"
"868","Corneal endothelial cell count with specular microscopy- Both Eyes","Ophthalmology Investigation","TIER III","NABH","PRIVATE WARD","OI012","480.00"
"869","Corneal topography /pentacam- Both Eyes","Ophthalmology Investigation","TIER III","NABH","PRIVATE WARD","OI013","1600.00"
"870","Corneal pachymetry (corneal thickness)/ CCT - Both Eyes","Ophthalmology Investigation","TIER III","NABH","PRIVATE WARD","OI014","424.00"
"871","OCT (Optical Coherence Tomography) /Ocular OCT Angiography - Both Eyes","Ophthalmology Investigation","TIER III","NABH","PRIVATE WARD","OI015","1680.00"
"872","UBM- Ultrasound bio microscopy- Both Eyes","Ophthalmology Investigation","TIER III","NABH","PRIVATE WARD","OI016","800.00"
"873","Non Contact tonometry (NCT) - Both Eyes","Ophthalmology Investigation","TIER III","NABH","PRIVATE WARD","OI017","120.00"
"874","IOP measurement with Schiotz - Both Eyes","Ophthalmology Investigation","TIER III","NABH","PRIVATE WARD","OI018","80.00"
"875","IOP measurement with applanation tonometry - Both Eyes","Ophthalmology Investigation","TIER III","NABH","PRIVATE WARD","OI019","160.00"
"876","Diurnal variation of IOP - Both Eyes","Ophthalmology Investigation","TIER III","NABH","PRIVATE WARD","OI020","1200.00"
"877","90 D lens examination/Three mirror examination for retina - Both Eyes","Ophthalmology Investigation","TIER III","NABH","PRIVATE WARD","OI021","120.00"
"878","Gonioscopy- Both Eyes","Ophthalmology Investigation","TIER III","NABH","PRIVATE WARD","OI022","240.00"
"879","EOG- Electrooculogram - Both Eyes","Ophthalmology Investigation","TIER III","NABH","PRIVATE WARD","OI023","1656.00"
"880","ERG- Electroretinogram- Both Eyes","Ophthalmology Investigation","TIER III","NABH","PRIVATE WARD","OI024","1440.00"
"881","VEP- visually evoked potential - Both Eyes","Ophthalmology Investigation","TIER III","NABH","PRIVATE WARD","OI025","1440.00"
"882","X Ray orbit -Bilateral","Ophthalmology Investigation","TIER III","NABH","PRIVATE WARD","OI026","280.00"
"883","Dacryocystography - Bilateral","Ophthalmology Investigation","TIER III","NABH","PRIVATE WARD","OI027","1600.00"
"884","Orbital Angiographical Studies - Bilateral","Ophthalmology Investigation","TIER III","NABH","PRIVATE WARD","OI028","4000.00"
"885","Neostigmine test - Both Eyes","Ophthalmology Investigation","TIER III","NABH","PRIVATE WARD","OI029","4000.00"
"886","Lipi View One Eye","Ophthalmology Investigation","TIER III","NABH","PRIVATE WARD","OI030","720.00"
"887","Lipi View Both Eyes","Ophthalmology Investigation","TIER III","NABH","PRIVATE WARD","OI031","1200.00"
"888","Schirmer Test","Ophthalmology Investigation","TIER III","NABH","PRIVATE WARD","OI032","240.00"
"889","Vitreous biopsy per eye","Ophthalmology Biopsy","TIER III","NABH","PRIVATE WARD","OI033","4000.00"
"890","Subconjunctival/sub-tenon-s injections in one eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP001","400.00"
"891","Subconjunctival/sub-tenon-s injections in both eyes","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP002","640.00"
"892","Pterygium surgery with auto conjunctival graft per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP003","10720.00"
"893","Conjunctival Peritomy per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP004","1200.00"
"894","Conjunctival wound repair or exploration following blunt trauma per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP005","6800.00"
"895","Removal of corneal foreign body","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP006","320.00"
"896","Cauterization of ulcer/subconjunctival injection in one eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP007","400.00"
"897","Cauterization of ulcer/subconjunctival injection in both eyes","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP008","640.00"
"898","Corneal grafting-Penetrating keratoplasty per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP009","16800.00"
"899","Bandage contact lenses for corneal perforation/PED per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP010","1600.00"
"900","Scleral grafting or conjunctival flap for corneal perforation per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP011","6800.00"
"901","Keratoconus correction with therapeutic contact lenses - Both Eyes","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP012","6800.00"
"902","Ultraviolet (UV) radiation for cross-linking for keratoconus /C3R/KXL - Both Eyes","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP013","16000.00"
"903","EDTA for band shaped keratopathy - Both Eyes","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP014","2400.00"
"904","Arcuate keratotomy for astigmatism /Limbal Relaxing Incision - Both Eyes","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP015","5440.00"
"905","Re-suturing (Primary suturing) of corneal wound per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP016","4000.00"
"906","Penetrating keratoplasty with glaucoma surgery per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP017","29400.00"
"907","Penetrating keratoplasty with vitrectomy per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP018","29400.00"
"908","Penetrating keratoplasty with IOL implantation per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP019","29400.00"
"909","DALK- Deep anterior lamellar keratoplasty per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP020","36120.00"
"910","Keratoprosthesis stage I and II per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP021","36120.00"
"911","DSAEK Descemet-s stripping automated endothelial keratoplasty/DMEK-Descemet membrane endothelial keratoplasty per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP022","36120.00"
"912","ALTK- Automated lamellar therapeutic keratoplasty per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP023","36120.00"
"913","Bleb repair with conjunctival autograft per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP024","12600.00"
"914","Bleb compression sutures per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP025","5600.00"
"915","Bleb needling with MMC/5-FU per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP026","6400.00"
"916","Probing and Syringing of lacrimal sac- in one eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP027","800.00"
"917","Probing and Syringing of lacrimal sac- in both eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP028","1200.00"
"918","Dacryocystorhinostomy-Plain","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP029","11256.00"
"919","Dacryocystorhinostomy-Plain with intubation and/or with lacrimal implants excluding the cost of implant per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP030","16800.00"
"920","Dacryocystorhinostomy-conjunctival with implant excluding the cost of implant per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP031","16800.00"
"921","Canaliculoplasty per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP032","4232.00"
"922","Dacryocystectomy per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP033","7360.00"
"923","Punctal plugs for dry eyes - Both Eyes","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP034","360.00"
"924","Chalazion incision and curettage in one eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP035","1600.00"
"925","Chalazion incision and curettage in both eyes","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP036","2400.00"
"926","Ptosis surgery with Fasanella-Servat procedure /Ptosis surgery with LPS resection one lid Ptosis surgery with Sling surgery one lid","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP037","16800.00"
"927","Ectropion surgery- one lid","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP038","6800.00"
"928","Ectropion surgery- both lids","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP039","10720.00"
"929","Epicanthus correction - Both Eyes","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP040","7140.00"
"930","Cantholysis and canthotomy- Both Eyes","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP041","2800.00"
"931","Entropion surgery- one lid","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP042","6800.00"
"932","Entropion surgery- both lids","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP043","10720.00"
"933","Tarsorrhaphy- Both Eyes","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP044","2400.00"
"934","Suturing of lid lacerations- Both Eyes","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP045","4000.00"
"935","Lid retraction repair per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP046","6800.00"
"936","Concretions removal- Both Eyes","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP047","400.00"
"937","Bucket handle procedure for lid tumours per eye (for non-malignant conditions)","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP048","11256.00"
"938","Eyelid reconstruction with flap one eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP049","16800.00"
"939","Eyelid reconstruction with flap both eyes","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP050","21000.00"
"940","Cheek rotation flap for lid tumours per eye (for non-malignant conditions)","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP051","16800.00"
"941","Orbitotomy per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP052","23100.00"
"942","Enucleation per eye(for non-malignant conditions)","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP053","11256.00"
"943","Enucleation with orbital implants and artificial (Cost of implants included) per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP054","16800.00"
"944","Evisceration per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP055","10720.00"
"945","Evisceration with orbital implants and artificial (Cost of implants included) prosthesis per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP056","16800.00"
"946","Telecanthus correction- Both Eyes","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP057","11256.00"
"947","Orbital decompression /with incision or excision biopsy per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP058","29400.00"
"948","Exenteration per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP059","16800.00"
"949","Exenteration with skin grafting per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP060","29400.00"
"950","Fracture orbital repair per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP061","29400.00"
"951","Retinal laser procedures -green laser for PRP,retinal tears, ROP,endolaser per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP062","2800.00"
"952","Retinal detachment surgery (RDS) per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP063","23100.00"
"953","Retinal detachment surgery (RDS) with scleral buckling per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP064","29400.00"
"954","Buckle removal per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP065","6800.00"
"955","Silicone oil removal per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP066","7360.00"
"956","Anterior retinal cryopexy per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP067","4000.00"
"957","Squint correction for one eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP068","10720.00"
"958","Squint correction for both eyes","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP069","16000.00"
"959","Trabeculectomy per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP070","16800.00"
"960","Trabeculotomy /kahook dual blade goniotomy excluding blade cost per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP071","16800.00"
"961","Trabeculectomy with Trabeculotomy- Both Eyes","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP072","29400.00"
"962","Microincisional trabeculectomy(MIT) per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP073","21000.00"
"963","Surgical posterior capsulotomy one eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP074","8000.00"
"964","Goniotomy per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP075","4000.00"
"965","Glaucoma surgery with Glaucoma valves (Cost of Valve extra) per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP076","16800.00"
"966","Cost of the Glaucoma valve/Glaucoma Ahmed valve per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP077","15000.00"
"967","AC wash per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP078","4000.00"
"968","Endocyclophotocoagulation per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP079","14400.00"
"969","Cyclocryotherapy /Trans scleral cyclophotocoagulation TSCPC per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP080","4000.00"
"970","YAG Laser iridotomy / Hyaloidotomy/Laser suture lysis post trabeculectomy per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP081","4000.00"
"971","YAG Laser capsulotomy per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP082","4000.00"
"972","ALT-Argon laser trabeculoplasty per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP083","4000.00"
"973","TTT- Transpupillary thermal therapy per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP084","6800.00"
"974","PTK- Phototherapeutic keratectomy /PRK for keratoconus per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP085","10720.00"
"975","Argon/diode laser for retinal detachment per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP086","6800.00"
"976","Intralase application for keratoconus /CAIRS Corneal allogenic intrastromal ring segments per eye excluding the cost of the rings","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP087","16800.00"
"977","Vitrectomy- pars plana including Fluid air exchange (per eye)","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP088","29400.00"
"978","Vitrectomy +membrane peeling +fluid air exchange+endolaser+ gas/silicon oil tamponade per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP089","33600.00"
"979","Macular hole surgery- Vitrectomy +membrane peeling + ILM peeling+ fluid air exchange+endolaser+ gas/silicon oil tamponade per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP090","34440.00"
"980","Vitrectomy +phaco fragmentation/ IOL drop +/- secondary IOL per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP091","21000.00"
"981","Anterior vitrectomy per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP092","6400.00"
"982","Membranectomy one eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP093","9600.00"
"983","Membranectomy both eyes","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP094","12000.00"
"984","Intravitreal injections of antibiotics excluding the cost of the antibiotic per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP095","4000.00"
"985","Intravitreal Injection of drugs (Ranibizumab/ Aflibercept etc) excluding the cost of the drug per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP096","4000.00"
"986","Intravitreal Insertion of Drug Implant excluding cost of the Drug Implant (Ozurdex,...etc)  per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP097","4800.00"
"987","Extracapsular cataract extraction (ECCE) with IOL excluding the cost of IOL per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP098","11256.00"
"988","Small Incision Cataract Surgery (SICS) with IOL excluding the cost of IOL per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP099","11256.00"
"989","Phaco with foldable IOL (silicone and acrylic)/PMMA IOL / MICS surgery excluding the cost of IOL per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP100","14280.00"
"990","Pars plana lensectomy with/without IOL excluding the cost of IOL per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP101","14280.00"
"991","Secondary IOL implantation- AC IOL PC IOL or scleral fixated IOL  excluding the cost of IOL per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP102","16800.00"
"992","Cataract extraction with IOL with capsular tension rings (Cionni-s ring)(cost of the ring included) excluding the cost of IOL per eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP103","29400.00"
"993","Paediatric cataract surgery +parsplana capsulotomy + anterior vitrectomy excluding the cost of IOL - one eye","Ophthalmology Procedure","TIER III","NABH","PRIVATE WARD","OP104","16800.00"
